label,tweet;;
"senang,""Alhamdulillah selama ada usaha itu pasti ada jalan, dan itu bener eheeheheww, jadi gue gapernah ngerasa sendiri, allah selalu temenin....Bukan cuma allah, tuhan kalian masing masing pun sama, suatu saat kita pasti kembali,..Jadi jangan pernah ada kata """"buntu"""" ya, keep going on!!""";;
"senang,""Yuqi emang mainnya bagus sih akhir akhir ini, dan dia menurutku layak untuk gelar juara diatas s300, well done bang juki si anak baik""";;
"marah,""Anjing kurap ini keliatannya sibuk dengan handphone murahannya. Jadi, mungkin dia tak memperhatikan kalau Saya lewat...Saya pikir aman untuk malam ini..But, its not.""";;
"senang,""going all out with ur partner cuma di sesi 3, seseneng itu , makasih Tuhan Yesus :"""")""";;
marah,I'm not into politics btw. Cuma kasian aja ini dosen gw orangnya baik tapi diginiin sama makhluk ga bertanggung jawab;;
"marah,""[USERNAME] If you're not happy, leave (2)..Anw kayaknya lu sendiri salah konsep soal PEREMPUAN ITU RATU.NO BABY WE ALL ARE THE SAME..PEREMPUAN BUKAN RATU HEHEHEHEHEHHEE..Ya ditreat & disayang memang harus. Tp ga kek ratu jg""";;
marah,Pak Cawapres bicara soal Startup ada 1000 - perbandingan yg digunakan adalah industri Startup di IRAN. ..I kid you fucking not I am not making this up. Only in Indonesia. ..Sekali ini penontonnya aja bengong.;;
"senang,""[USERNAME] Hmm menarik jersey ketiganya, yg kolaborasi ama Air Jordan kayanya, fontnya mirip font basket..will be better if not Icardi named on it ~""";;
"senang,""In the future, bots, not docs, will diagnosis your disease (dari public lecture Pak Ronny Adhikarya di FKM UI). Ayo Indonesia harus siap! Semoga lewat [USERNAME] anak bangsa bisa berkarya. Cc: [USERNAME] [URL]""";;
takut,[USERNAME] min saya hari ini dijadwalkan untuk mengerjakan tes pukul 9:45 tapi kenapa tidak bisa login yang ada hanya tulisan 404 not found. Lalu bagaimana?;;
sedih,[USERNAME] Cara Lupain nya itu? Eror 404 not found;;
"sedih,""Hal apa yg paling bikin kamu sakit hati ?  dikhianati, not abt bf ya, tp dikhianatin tmn jg include [URL]""";;
"takut,""[USERNAME] [USERNAME] Era Spring Day or Not Today? Gak tau ahhh pokoknya pas era wings tour in Jakarta :"""")).#TwitterBestFandom #TeamBTS #SoompiAwards [USERNAME]""";;
"marah,""[USERNAME] Well, kalau emang udah keliatan bete sih biasanya aku otomatis mundur ngasih space. Tapi tanyain dulu baik-baik, lagi kenapa, kalau emang gamau ngebahas yaaa yaudah. Kebetulan aku bukan cewek yang kalau bete malah menghindar so I cant relate.""";;
sedih,salah. can't. finish.;;
takut,[USERNAME] omg...creep...itu instagram dia?;;
marah,[USERNAME] KEMAREN PANIJU PANIJU INI LAGI KENTANG KEJU.... ..Where are u now nder [URL];;
"takut,""[USERNAME] ada lg preview nya, dunno who but keknya kamu yg lebih tau lah ini seifuku nya siapa hehe.[URL]""";;
senang,When pas kenal bts gua lgsng suka sama taehyung ternyata absurd bgst trs jg receh kek akuuuuuuuuu uwuuuu.[USERNAME] #SoompiAwards #TeamBTS #TeamBTS #TeamBTS #SoompiAwards [URL];;
"senang,""[USERNAME] Ehhh welcome back a  .Sering sering tengokin twitternya, udah berdebu itu haha""";;
marah,Argh gimana cara save gif nya. [URL];;
"takut,""Well ini smt terakhir ada kelas, smt depan who know?.Bahkan mungkin ada yg udh memutuskan buat PP aja..Tinggal kompre- up- nyusun. And you'll get de rill lyfe~""";;
"senang,""[USERNAME] Amin ya 'rabb....Aksi Solidaritas  Pascapenembakan, warga Christchurch menjaga Masjid-mesjid saat umat muslim menunaikan sholat....[URL] Peace Not War! [URL]""";;
marah,susah kalau udah gak jujur.....I'm not signing up for this...;;
"senang,""Debat ketiga pemilihan presiden -wakil presiden 2019...2 kata aja well done!..Indonesia 2.0, kartu sakti anti ribet anti mafia kartu, E-KTP... [URL]""";;
marah,[USERNAME] 3 poin #FJB2019 : 1. Ada tenda media. 2. Dapet voucher menang kuis 3. Ada karaoke room..Why not 10? 1. Sistem registrasi cuma scan masuk. Utk dapet gelang harus antri panjang lagi 2. Ga dapet kipas cem taun lalu 3. Antrian stall favorit mengular menutupi stall lain;;
"senang,""[USERNAME] Not Bad Tum.. tdnya gue kira bakalan aa uu tp lancar juga, tanpa teks pula nilai 9 untuk segment pembuka..""";;
"sedih,""Saya kembali ke sudut jalan itu, dimana itu pertama kali kita bertemu..I'm not gonna move...#HistorySNOW""";;
"marah,""Alonsoooo, masyaallah deh. Emerson is not even on the bench...Mau bilang fokus di Europa League aja tapi yaa gimana mainnya masih suka lawak begini""";;
cinta,[USERNAME] mbak...... itu dia emang caper dari dulu (sebuah testimoni yang aku dapet dari orang yang kenal sama dia). jd whatever happens i just want you to be well and not take this whole thing personally. semangat sekolahnya yaa;;
"marah,""well...gue ngga salahin kalian2 yg kaget liat greenteck sih...pride. as a crew or solo di hiphop battle skrng ngga seberharga dulu,,,,sorry to say .....ngga seru...... [URL]""";;
"cinta,""Dari aku : yang suka ngabisin sisa makanan kamu...Kamu itu spesial.Kamu itu beda.Kamu itu unik.Kamu itu seru..But...It's not a reason for me to fall in love with you...Buatku, gaperlu alasan buat jatuh cinta sama kamu. [URL]""";;
sedih,404 Not found. Susah emang nonton SeoKyu - Way back into love versi HD [URL];;
"takut,""kalo yang diajak balikan masih bisa diperbaiki, why not? tapi ya gimana? [URL]""";;
"marah,""4. SELINGKUH/""""MAIN DI LUAR""""..Miris. Kenapa?.Biasa yang cerita gini, suaminya ga kerja/uang ga seberapa eh malah sok selingkuh...Ya emang gw cuma denger POV si istri yang mungkin dilebih""""kan, tapi tetep aja. Main di luar & selingkuh is not a good thing to do.""";;
"marah,""pertama2 gw gamau kalian yg baca ini mikir kalo gw itu homophobic or else, itu semua  """"choice"""" atau pilihan mereka utk jadi seperti itu. I'm not a homophobic, gw gabisa dan gamau nge ganggu urusan mereka karna itu pilihan jalan hidup mereka yg gbs gw ganggu gugat!""";;
"senang,""Jangan Kamu tanya, apa yang Negara bisa berikan padamu. Tapi tanyalah pada dirimu sendiri, apa yang telah Kamu baktikan pada Negaramu?..***well said!..#Pilpres2019 [URL]""";;
"sedih,""[USERNAME] Gua sih selama pacaran, kalo sahabat gua jg punya pacar.  Kadang gua ama sahabat gua masih suka tlpnan vc an.  Apa ya lebih ke intensitas aja sih mungkin berkurang..Yg penting hindari yg bisa dicemburui pasangan jgn terlalu diumbar...Udahlah Lupain,  main aja ama yg lain nder.""";;
"takut,""IF YOU LOVE ME, LET ME KNOW. IF NOT, PLEASE LET ME GO  ANONYMOUS (Jika kau mencintaiku, biarkanlah aku tahu. Tapi jika tidak, tolong biarkan aku pergi)""";;
senang,YoungK cant you please....Dying sama improvisasi nya;;
sedih,Capek nonton Game of Thrones.. capek ngecilin volume pas ada scene ho oh-nya;;
"senang,""And dont forget she wears high heels. Waktu itu mba suran high heelsnya lumayan tinggi, 7 cm ada kali ya  [URL]""";;
senang,[USERNAME] [USERNAME] Btw.. Di webtoon Waffles and Pancakes ada episode ini. Realisasi bit stand up dari FTTF :))..[URL];;
senang,Semangaat Siang ..Done .Sosialisasi pengelolaan sampah kawasan usaha . .Hari ini Dunia usaha wilayah Jakarta Utara...Jakarta terus bergerak ..Semoga pembuangan  sampah ke TPA Bantar Gebang terus berkurang...Selalu Ada Cerita ..Salam Clean And Green ..Wilda Yanti;;
sedih,When u akan lakuin sesuatu yg ptg pagi2 but u  ga sholat subuh rasanya udah gagal dr awal;;
"senang,""[USERNAME] selebtweet yg ada di IG, banyak dari mereka yg ngasih inspirasi. the real influencers plus Joviadhiguna. his ig stories made my day.""";;
"senang,""ada kontes webtoon nih pengen banget ikut.pingin masukin tema """"missing someone who doesnt even care""""""";;
"marah,""[USERNAME] not agree sih menurut gue, ya lu harus damai sm masalalu lo dulu lah""";;
"senang,""[USERNAME] well mannered aja aku mah. atau gak yang perhatian boleh, aku haus akan perhatian soalnya hehe""";;
senang,UNTUNGNYA UDH MAU TRANSIT GW YG KEK WELL FINALLY DIA KE SUDIRMAN AQ KE DEPOK;;
"marah,""[USERNAME] mohon tampilan website di mobile diperbaiki, susah banget pilih tanggal dan back ke halaman pilihan kantor imigrasi  gk friendly used mobile interfacenya. Aplikasi di appstore jg gk ada""";;
"marah,""Ini kemarin bahkan ada yang nyalahin VIP yang terutama sering ngritik Seungri gak sebagus talenta hyungnya, makanya dia gak dengerin hyungnya, terus berbisnis untuk pembuktian diri...Mannnnn.. that's not an excuse  -____-""";;
marah,[USERNAME] Mesti kebobolan dulu baru nurunin CHO & RLC. Emerson is not even on the bench. Kzl.;;
"takut,""Ga ngerti sih gue ama cowo yg pake celana gemes ke mall..Not judging, just stating that I dont understand [URL]""";;
"sedih,""Noooooo, why not July? Sedihhhhh huaaaaa [URL]""";;
"marah,""[USERNAME] [USERNAME] [USERNAME] Bang Sandi hadapi seorang politisi, bukan ketua MUI yang kiyai. Do not let your supporters down Bang Sandi!""";;
sedih,[USERNAME] [USERNAME] Astaghfirullah... memang hanya sekedar sesempit ini cara berpikirnya gerombolan sono itu.. not respect at at.. losing logical and I hope Alloh will heal their minds from hatric..#segerwaras;;
"marah,""Artinya kalau lo sejak awal udah nyuruh bikin sesuatu yang random, mau kita jungkir balik tetap bakal unusable. Its not the interns fault. Bilang aja malas supervise anak magang. Mendingan disuruh fotokopi is quite the extreme, but you get the general sentiment.""";;
sedih,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Not yet. Kayanya aku sama kaya yg 11 admin deh  can not move on to the reality .#TwitterBestFandom.#SoompiAwards .#TeamEXO .[USERNAME];;
marah,Beritanya dihapus ya : 404 Not Found. Ada yg rekomemdasi atau kebakaran janggut kah ? [URL];;
marah,[USERNAME] Terus tiap kalimat kedua yang diucapkan harus berisi konsep filsafat. Not my cup of tea;;
"marah,""telah turun titah dari """"Jeko Do Not"""" ditujukan buat para ebong sakaw agar bangun, sadar, pake otak..[URL]""";;
"senang,""Lovely writing dari teman paling kesayangan aku  .Well, we all here can relate to it! Kamu harus baca!..Impossible & Inevitable by [USERNAME] [URL]""";;
senang,[USERNAME] Terkes ia wonderfull;;
marah,Geram bgt w ama Margaret something itu hhh kayanya emg dia penganut cult basis kpop;;
"marah,""Its funny when fans grup A yg bikin tweet party karna anggota grup B pensiun lalu di send hate abis abisan, trs skrng fans grup B juga mendukung. Ih lucu:)""";;
"marah,"". Dionisius Theodore Hartono lahir di Singapur, 3 November 2002. Tumbuh di keluarga yang bergelimang harta, bukan berarti Dion bahagia. As the old sayings, Money cant buy us happiness... Well, guess what?.""";;
"marah,""Well, Atta bisa jadi youtuber dengan subscribers jutaan. Lebihin dia dulu baru boleh ngatain. Kecuali Atta uda melakukan kriminal bole lah dimaki kayak gini. Kritik aja gpp, maki tanpa landasan gini tuh malu2in. [URL]""";;
"marah,""pingin ganti nama panggilan biar gak sama kayak tengku itu. ..Well, my mom used to call me """"sinyo""""""";;
marah,Waktu kita tuh kapan sih? Dari dingin nya subuh dan adem nya maghrib aku sibuk kerja. Malam kamu sibuk main the sims hadeh;;
"sedih,""[USERNAME] Aaaaaa kasiaaan get well soon abizar, semangat ibuuuk jangan kalah virus skrg aneh2 dan kuat bgttt semangatttt [URL]""";;
senang,Jangan lupa terus bersyukur pada Tuhan...;;
takut,Dear [USERNAME] apk lg trouble kah? Kode booking not found kenapa... Padahal pembayaran sebelum waktu tenggat dan sudah ada pembayaran;;
cinta,[USERNAME] Tapi jujur semuanya sekarang kalah sama yang ini... all the ships are going down...Love of my life cuyyyy  [URL];;
"senang,""[USERNAME] [USERNAME] I'm not gonna fight your war, I'm gonna end it.Gue lagi suka ngomong itu niihh""";;
cinta,LOVE IS NOT WHAT THE MIND THINKS BUT WHAT THE HEART FEELS  GREG EVANS (Cinta itu bukan apa yang dipikirkan oleh akal; tapi cinta adalah apa yang dirasakan oleh hati);
marah,orang orang tuh ya kenapasi padahal im trying my best to not being rude atau keliatan sombong atau apalah tapi kenapasi klean tuh y ngelunjak bangsat:))))))))));;
"senang,""Masih tetep suka standup comedy. Well..tetep nonton dan tetep suka. Cuma bedanya sekarang ga nonton live. Tp gak berubah kok, tetep support Standup. I can forget some people whose hurt. but from others, i cant forget happiness.""";;
"senang,""[USERNAME] Samaa, that and slept on top of my chest. Not on the sides or feet, above.. ..Saatnya mengajari dia tidur di luar lagi.""";;
marah,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Jateng 18 M demi persatuan why not dr pada kaya suriah perang saudara..Lw gak nyinyir 200Jt Bambu di Bundaran HI buat apaan??;;
"marah,""[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Aneh aja sih, data yang dipake data E-KTP tapi bisa ada yang gak kedaftar di DPT. Ini bukan pemilu pertama saya lagi .I just dont get how it works, blows my mind  *not in a good way*""";;
marah,I was just walking in a mall with nyonyah when I caught a 40-something creep staring at her ass. So I did the natural thing: stared back at him dead in the eyes with this look. Then i said liat apa pak?..Well someones getting a nightmare tonight [URL];;
sedih,Pengen deh ketemu temen lama gitu tapi dulu kasarannya cuman sekedar tau atau sekedar kenal. Pengen tau aja cerita hidup orang gimana. Gue percaya sih there must be some insight that could surprise you;;
marah,[USERNAME] Bosen maen begituaaaaan.. not my type binggooowww  .Ngantuk duluan yg adaaaa~;;
senang,[USERNAME] Jakarta timur .Wish me luckk;;
"senang,""#latepostbingits agains~ hehe.Happy weddings mba [USERNAME] dan Uda Noval..Hopefully your family be a sakinah, mawadah, and warrahmah.... [URL]""";;
"senang,""[USERNAME] Wkwkwk kue bandung gw baru tau lol .Gw sih dulu tau nya ya martabak doaang,  mao martabak telor or manis ya teteup 'martabak' .Makanya pas ada yg bilang terang bulan gw kira kue chinese gt""";;
"senang,""Kamera di salah satu sudut gerai kami ini, adalah saksi bisu akan banyaknya memori yang tercipta di Kolibrew..Bagi kami, semua momen yang tercipta dg kalian adalah momen yang sangat berharga, bagaimana kami tumbuh dengan dukungan kalian..Let's make some beautiful memory with us! [URL]""";;
"marah,""Gw bisa nahan diri kl ada debat soal agama, politik, ato masalah ras. Yang gw gak tahan kalo udah ada cewek jahat ke sesama cewek, menyepelekan musibah pelecehan seksual yang menimpa korban...Itu sumpah jahat banget. Blocked them from TL seems not enough.""";;
"marah,""[USERNAME] mainstream. aku anti mainstream...dan berisik sensasionalis gt. gasuka. sukanya yg tenang dan mendidik, kayak hmm Wendover Production, Jeremy Ethier, What I've Learned, dll. ..Beda selera aja sih basically""";;
"senang,""Well done, good job erina, we are one, saranghaja! Haduh nangis akutu erina selalu urutan nomer 1 masalah vote exo""";;
"senang,""Sesaat sebelum turun dari mobil pas parkir di depan kafe semalam:..Kita bawa laptop ga nih?..Haha.. bawa lah ya? (Dah siap siap balik badan mo ngeluarin laptop)..Gausa lah, katanya mau kayak couple normal...Lalu masuk, duduk manis, pesen latte. Well done guys""";;
"senang,""[USERNAME] Itu dia abis melakukan nazar, kalo dia jadi member of the month dia bakal ngeplot itu dan ts jadi atta halilintar 2 hari :D""";;
"senang,""[USERNAME] 19 tahun, 2x runner up di kelas S300, not bad laaah. Masih perlu banyak improvement, pasti bisaa minimal 1 gelar tahun ini .Thank you Rinov/Pitha""";;
senang,endingnya kirain si taeyong eh ternyata uri fullsun .omggggg fullsun is back huhuuuuu im not readyyyy..#NCT127_WakeyWakey [URL];;
"takut,""Bukan apa lh, but please enlighten me with this block and unblocking routine we been having all this while ? Im confused""";;
"takut,""[USERNAME] / Uh... Bakal susah? Gue cuma kepikiran c-section kalau pun laki-laki nantinya bisa melahirkan. There's not enough space between the scrotum and the anus, kalau di belakang anus udah ketemu pantat. MAN IDK. Anatomy makes my head hurts. :(""";;
"senang,""Gila ini gemes bgt, jd kan krn gue gabut bgt, gue akhirnya kembali ke hobi jaman sd gue yaitu menulis, terus gue akhirnya memberanikan diri utk post di sosmed nih ceritanya, eh ada yg comment tbtb """"idek your language but i'm so going to read it, i'll put it in google translate"""" -""";;
"marah,""[USERNAME] pesen gosend, driver sudah ambil barang dari pengirim tp tibatiba di app driver not found n driver tidak bisa d hubungi barang yg sudah d ambil pun tidak sampai ke penerima. Gimana ini? Barang seharga 1.2 juta !! [URL]""";;
senang,Nyobain psd ke muka gue. Hm not bad! [URL];;
"senang,""mikir sehari sebelumnya mau makan apaan di FJB, akhirnya milih tahu telor yg well known di surabaya. walaupun antre kurleb 1 jam dan jadinya gabisa beli yg lain tapi gapapa gue bangga bisa fokus ke tujuan awal. makasih kecapnya! [URL]""";;
"sedih,""Well sebenernya masih banyak loh orang2 disekitar kita yg... gimana ya ngomongnya... masih """"gaptek"""" lah ya, ga ngerti fungsi smartphone buat apa selain buat wassap sm main fb gitu, yg ga pake mikirin lagi apalagi sampe searching sebab akibat dr perbuatan dia apa gitu loh...""";;
sedih,lagi lagi ngerasain apa yang dirasain berbulan bulan lalu. its okay not to be okay.;;
senang,Bodyguard series is not bad. Jalan ceritanya gak ketebak. Masih penasaran siapa yang baik siapa yang jahadd.;;
"marah,""[USERNAME] Kan. Acknowledge ni real issue. Mmg ramai ikat perut, takda bilik proper. Kawan I dulu UM after ptptn left rm600 for 6 months. So basically parent bagi belanja. He's lucky. But yang takde source? Janganlah nak hentam rata iPhone, tengok wayang bla bla. They're not, and exist.""";;
cinta,[USERNAME] Mau bilang itu bunga tapi yang lain udah pada protes. I'll give you a bunch of love as well. Good morning [URL];;
"takut,""[USERNAME] i mean, ada yg merasa baik-baik aja dgn responsibility-nya, tp kadang aku sendiri merasa kalau bebannya way outweigh the privilege. ntahlah, guess i'm still immature in some way.....menyebalkan nggak sih, ditolak dgn tanpa kejelasan. like being told not to use our rational mind.""";;
sedih,[USERNAME] #Mardkodardnahihota screening pertamanya di tiff 2018 bulan september kemaren. Bayangkan 5 bulan nunggu nya. Jamuran ga tuh bolly lovers nunggu nya. We can't wait to watch. Pleassssseeeeeee;;
"marah,""Untuk budaya pun hampir sama, meskipun sudah proses untuk Indonesia-sentris beberapa tahun belakangan. But theres still ignorance everywhere, not only on the government, tapi juga dalam masyarakat luas.""";;
cinta,Love refuses to be not the only one. Cinta menolak menjadi bukan yang satu-satunya.;;
"senang,""list tempat yg mau didatengin atau kegiatan yg mau dilakuin sendirian udah di list. okey, why not? Hehhehe.""";;
marah,[USERNAME] FOLO BACK CPT;;
takut,When u se-gak percaya itu sm org lainn .#TwitterBestFandom.#TeamEXO.#SoompiAwards.[USERNAME] [URL];;
"marah,""Kan itu sampah warga lokal, kalau uda enak buang sampah tinggal kesana ya ofc mereka gabakal nanggep...Indonesians and their comfort zone. [URL]""";;
"marah,""Om situ kalo jalan ngajak2 makanya... ntar tak bantu nawar dah, nek ngagem boso jawi kadosipun saged langkung murah... ..Try to say: """"awis sanget bu... biasa mboten semonten kok, kirangi bu kirangi... reginipun... """"""";;
"sedih,""Cerita singkat diperjalanan pada malam hari:...................................................Tadiny mu cerita, tp males soalnya ada mendung2 nya gitu suasana mood. Hmm. U know what i think.""";;
"marah,""[USERNAME] Off course not...absolutely not....makna ga ada, pesan moral ga ada, ngehibur juga kaga...mending kapten marpel...kluar 60rb kaga rugii...#sorrynotsorry""";;
sedih,Ada yg twitter nya kaya saya gini? Twitter Not Responding :((((..FIGHTING FAMS! .1 RT = 1 VOTE (DON'T STOP PLS!) .[USERNAME] #TeamBTS #TwitterBestFandom #SoompiAwards [URL];;
takut,EH JELASIN DONG INI JSF LAGI RIBUT APA ASTAGA?? CAN SOMEONE PLS EXPLAIN THIS JSF THINGS I DONT GET IT BECAUSE I DONT UNDERSTAND JAPANESE AND THE AUTO TRANSLATE MIGHT BE WRONG;;
senang,[USERNAME] last but not least. sahabat dg namjoon. best friend material bgt. #TwitterBestFandom #SoompiAwards #TeamBTS;;
"senang,""Well, pengalaman ini masih belom disamakan dengan pengalaman kalo udah padet dan sesak. Gua yakin MRT ini akan jadi moda transportasi yang diminati ketika sudah diresmikan karena cepat dan tepat waktu.""";;
senang,[USERNAME] [USERNAME] Eh.. Junho dan Taehyun tarohan di antara mereka doang...Not a big deal lah..;;
"senang,""Morning Quotes ..""""Setiap yg bertahan tidak ingin kehilangan, bila sudah menjaganya dengan baik tetapi tetap hilang, berarti itu bukan yg terbaik"""".."""" Do not affraid with an army of lion led by a sheep, be affraid with an army sheep led by a lion """"..Have a Best TuesDay...!!! [URL]""";;
"senang,""[USERNAME] """"Jalanan lagi gak well"""" wkwkwkwk ngakak sm kosakata ini""";;
"takut,""[USERNAME] Ada sirkuitnya kan buat ngedrift atau latian aja, kenapa ngga cobain dulu. Ngga mungkin kan ditilang disitu. Sepertinya banyak juga loh yang penasaran. Why not(?)""";;
marah,[USERNAME] [USERNAME] Ga enak lagi khan? Coret aja tempat itu udah. Not worth your money dan capeknya ke sana.;;
"cinta,""Inget bgt inget. Dulu jaman sekolah. Pas kelas 10. Baru naik tangga sekolah kedengeran sayup2 org main gitar sambil nyanyi """"slip back out of whack at your best. It's a nightmare...."""" well i never get wrong when adore in something. LOL""";;
"senang,""Praise The Lord Almighty! Terima kasih Semesta yang ramah dan agung. Masih mempercayakan tugas ini kepada saya.  """"Management of Low Back Pain"""" & """"Management of Knee Pain"""" yang kemarin diselenggarakan di The Yoga... [URL]""";;
"senang,""Not talking about the political content, tapi konsep kontennya sendiri keren lho ini! [URL]""";;
senang,[USERNAME] ada photography omg;;
"senang,""[USERNAME] Fokus sama Pesan Pertama n Utama mamaknya";".""""JAGA SHOLAT"""".Good luck Yogi!""";
senang,Btw last Sunday was the BEST Sunday ever! Ya soalnya bisa ngeblend di rumah Pejaten sama semua and still feels like home. Thanks for having me Guys!;;
"sedih,""well wajar, dia punya fisik muka yang dengan mudah orang akan langsung menoleh ke dia..saya yang malah jadi tidak PD jalan sama dia lucu memang karena saya ingin dia PD dengan fisik mukanya tapi malah saya yang malu akan fisik muka saya hahaha""";;
"takut,""Tbtb, dia masuk lg dan ngmng . """" Kaya nya dirumah ini ada hantu nya , masa vape di taro rapih bisa jatoh """". Gua jawablah, mungkin angin kenceng. But posisi disitu pintu ketutup semua dan micky lg tidur. So ...""";;
"senang,""[USERNAME] Terkadang bahkan lbh objektif.Soal provokatif itu dampak dr sisi negatifnya, smua hal pasti ada.All is well cangpri""";;
"sedih,""[USERNAME] """"Gue cabut, ya? Jaga diri lo. Gue yakin lo bisa. Duluan, Bang Arkan. See you when i see you. Semoga Tuhan iseng lagi nanti bikin kita ketemu.""""..Setelahnya, Audrey melangkah pelan menuju rumah. Meninggalkan segala macam nostalgia bersama Arkan di sebuah taman... E N D""";;
sedih,Sekarang ada penembakan di Utrech. Whats going on people?;;
"cinta,""[USERNAME] Jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. But yeah, who cares? Aku nggak terlalu memikirkannya. Karena sekarang dia menatapku dengan intensi berbeda...Well. Not here, Jeff..([USERNAME]""";;
"senang,""[USERNAME] Kan. Kita ni syukur ada sources, yang takde tu? Sibuk suruh cari part time, some bragged how they did well in uni. Nahh. At the end nak suruh dorang tutup mulut diam terima redha life as a student mcm tu. I thought kite kena tolong improvise everyone's life. Nak 2020 kot. Hahaha""";;
"marah,""[USERNAME] Well, i dont expect either klo dia begitu...But as a bait, harusnya bisa dibongkar yg besar2 nya.. Naver ngetutup akses soal kasus ini kan(?), ud dilicinin hapah?""";;
"marah,""[USERNAME] Not yet tp udah masuk list. list filmku masih banyak, ngantri  mau nyicil skrg tp eror indoxxi-nya. Ngeselin haha""";;
"senang,""[USERNAME] Syukurlah! Duh seneng bacanya. Tapi kalo kapanpun kamu merasa regress/memburuk lagi, jangan ragu2 ke psikiater ya...I really wish you well.""";;
"cinta,""THE MOST IMPORTANT THINGS TO DO IN THE WORLD ARE TO GET SOMETHING TO EAT, SOMETHING TO DRINK AND SOMEBODY TO LOVE YOU - BRENDAN BEHAN (Hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seseorang yang mencintaimu)""";;
cinta,Jawaban nya kgn or susah lupain wkwk [URL];;
marah,Thats why selalu males ke CS bank. Maunya cuma ganti kartu/ buka m-banking malah ditawarin unitlink ini itu [URL];;
"senang,""#BPNxPROPS kalau iklan asal sudah steady, well implemented hopefully ada transferan [USERNAME] [USERNAME]""";;
"marah,""[USERNAME] [USERNAME] Klo aku, jawabannya so simpel!..Mungkin mereka sudah muak,dengan tingkah laku [USERNAME]  yang selalu salah dan bangga, dengan Sandiwara Uno nya!""";;
marah,[USERNAME] ya kalo lu mau memperjuangin dia ampe belok jg si ya gasalah. tp ada kan cerita org belok yg suka sm str8 tp cmn dipake doang abis itu dibuang? well choose ur act wisely ajasih;;
"senang,""When overheard krl jadi trending dan banyak yg bikin ngakak. Saya yg sehari2 overheard busway cuma..""""semanggi lewat ngga mas?"""".""""jut"""".""""song"""".""""pluit grogol"""".""""laki2nya tolong kebelakang ya"""".""""..."""".""""rus""""""";;
senang,The Most Powerful Japanese Rock Girls Band  .duhhh Mami-chan dulu ter-cute ala2 Hayley Williams sekarang ter-nyentrik nih gw banget dah .Semoga next song konsisten kek bgini tipe musiknya lebih berani  [URL];;
sedih,Liat film yg lagi on going di bioskop kok gak ada yg seru ya;;
"senang,""[USERNAME] #Kean..Personally, easy going menurutku itu dia mudah mengikuti alur dan topik dengan siapapun dia berkomunikasi. Verbal non verbal, feedbacknya dia somehow bisa bikin yg dia ajak ketemu atau ngobrol tuh betah dan nyaman.""";;
senang,[USERNAME] Ciamik keduanya di atas angka 80 ....Well mr sandy lead anyway....#2019PrabowoPresidenRI .Atas ijin Allah SWT doa anak bamgsa yg ingin perubahan tentunya;;
"senang,""Gw samperin ke ruangannya, mastiin ini bener ga gw pergi. Kira2 begini pembicaraannya:.""""Bpk yakin saya ikut training?"""".""""Yes, you are.."""" ini isinya pujian semua..""""But my English isnt well"""".""""Don't worry.. jangan pikirin soal bahasa, nanti kalau kamu liat juga ngerti""""""";;
"senang,""[USERNAME] """"Just because I punched the walls, does not mean I'll punch you. Jadi gak usah khawatir."""" Key menyungging senyum tipis sambil memasang helm dan menaiki motornya...""""Yuk?""""""";;
senang,[USERNAME] U know me too well wkwk.. Denc kapan kita kemana?!;;
"takut,""Kalau ditarik garis besarnya... suatu saat nanti di alam kematian";" kayaknya gamungkin manusia enggak diperbolehkan untuk membela diri atas hal-hal yang harus dicaritahu dan dipelajari sendiri, TANPA bimbingan siapapun...I mean, we are not like the prophets, right?""";
takut,KACAU GUYS RUSUH INI MAH BUKAN PROJECT GOING CRAZY TAPI CRAZY FANGIRL TOLONG ITU HYUNSUK GUE LECET UDAH [URL];;
"senang,""Uwww what a closing bang Sandi!!.God game well played,.1 card for all, gak usah banyak2 kartu didompet malah jd tebel""";;
senang,[USERNAME] ya tandanya dia bokek or something lah wkwk;;
marah,What Oke Oce katanya sukses di Jkt..rasanya mau ngekek guling2....Pasti bro sandy amnesia bahwa Oke Oce pd tutup tak bs bertahan #DebatCawapres2019;;
"marah,""Multi Level Makelar  ada """"Up line dan down line"""" ada korban juga pastinya [URL]""";;
"senang,""well, today is a good day. masak, nongkrong cantik minum es coklat, ke peluncuran buku baru sapardi, nyeritain my bestfriend's love story about him, masuk tv ui, dapet hadiah, dan ngabisin sore baca buku baru di danau ditemani kicauan burung dan sepotong senja""";;
marah,Gue benci bgt typo aaakkk my fingers why youuuuu. Like this typo pas minta approval bos dan ku malu walaupun bos-qu tydac peduli  neep apaan anjir d sama p kan jauh  [URL];;
"sedih,""semalem gw nangis nonton vkive hyunjin pas pertengahan dia ngomong soft..... banget.. terus matanya berkaca kaca, pas dia ngomong """"an uroyo.."""" sebenernya matanya kayak mau nangis  [URL]""";;
